Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
1714430,2778,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,621.0,Sewing Machine,,,,,MGe,,Renewal
1714430,2778,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,6844.0,Stud Finder,,,,,MGe,,Renewal
1714430,2778,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714431,2331,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,247.0,Big Boggle,,,,,MGe,,
1714431,2331,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,249.0,Othello,,,,,MGe,,
1714431,2331,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,247.0,Big Boggle,,,,,MGe,,Renewal
1714431,2331,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,249.0,Othello,,,,,MGe,,Renewal
1714431,2331,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7324.0,"Grinder, Bench",,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,4601.0,Surge Protector,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,4447.0,Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,494.0,Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,577.0,Extension Cord With Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7259.0,Extension Cord,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,201.0,Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,6477.0,Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7444.0,Ace Power Strip,,,,,MGe,,
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7324.0,"Grinder, Bench",,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,4601.0,Surge Protector,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,4447.0,Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,494.0,Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,577.0,Extension Cord With Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7259.0,Extension Cord,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,201.0,Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,6477.0,Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7444.0,Ace Power Strip,,,,,MGe,,Renewal
1714432,586,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714433,2278,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,441.0,Bucket,,,,,MGe,,
1714433,2278,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,441.0,Bucket,,,,,MGe,,Renewal
1714433,2278,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7412.0,"Drill, Cordless",,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7345.0,Multimeter,,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,5725.0,"Big Foot, Universal",,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,6071.0,"Screwdriver, Phillips, Small",,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,592.0,"Screwdriver, Phillips",,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,69.0,Bit Set,,,,,MGe,,
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7412.0,"Drill, Cordless",,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7345.0,Multimeter,,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,5725.0,"Big Foot, Universal",,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,6071.0,"Screwdriver, Phillips, Small",,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,592.0,"Screwdriver, Phillips",,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,69.0,Bit Set,,,,,MGe,,Renewal
1714434,624,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714435,2783,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,637.0,Sewing Machine,,,,,MGe,,
1714435,2783,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,637.0,Sewing Machine,,,,,MGe,,Renewal
1714435,2783,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714436,1638,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,5090.0,Car Ramp Set,,,,,MGe,,
1714436,1638,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,5090.0,Car Ramp Set,,,,,MGe,,Renewal
1714436,1638,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714437,2228,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,4965.0,Multimeter,,,,,MGe,,
1714437,2228,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,7036.0,Allen Wrench Set,,,,,MGe,,
1714437,2228,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,4965.0,Multimeter,,,,,MGe,,Renewal
1714437,2228,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,7036.0,Allen Wrench Set,,,,,MGe,,Renewal
1714437,2228,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714438,2583,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,600.0,Paint Sprayer,,,,,MGe,,
1714438,2583,5/8/2020 8:59 AM,,,,,,,,Loan Return,,,5774.0,Ladder,,,,,MGe,,
1714438,2583,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,600.0,Paint Sprayer,,,,,MGe,,Renewal
1714438,2583,5/8/2020 8:59 AM,,,,,,,,Check Out (Renewal),,,5774.0,Ladder,,,,,MGe,,Renewal
1714438,2583,5/8/2020 8:59 AM,Discount,,,,,,,,,,,,,,,,,,
1714439,94,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5206.0,Vacuum Cleaner,,,,,MGe,,
1714439,94,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5206.0,Vacuum Cleaner,,,,,MGe,,Renewal
1714439,94,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714440,2227,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7657.0,Circular Saw,,,,,MGe,,
1714440,2227,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7657.0,Circular Saw,,,,,MGe,,Renewal
1714440,2227,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5183.0,Hedge Trimmer,,,,,MGe,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,610.0,Extension Cord,,,,,MGe,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6842.0,Extension Cord,,,,,MGe,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5390.0,Large Expandable Pruners,,,,,MGe,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,609.0,Safety Glasses,,,,,MGe,,
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5183.0,Hedge Trimmer,,,,,MGe,,Renewal
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,610.0,Extension Cord,,,,,MGe,,Renewal
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6842.0,Extension Cord,,,,,MGe,,Renewal
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5390.0,Large Expandable Pruners,,,,,MGe,,Renewal
1714441,2374,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,609.0,Safety Glasses,,,,,MGe,,Renewal
1714441,2374,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6859.0,Angle Grinder,,,,,MGe,,
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,363.0,Air Compressor,,,,,MGe,,
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,3805.0,Band Saw,,,,,MGe,,
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7137.0,"Saw, Coping",,,,,MGe,,
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6859.0,Angle Grinder,,,,,MGe,,Renewal
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,363.0,Air Compressor,,,,,MGe,,Renewal
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,3805.0,Band Saw,,,,,MGe,,Renewal
1714442,2205,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7137.0,"Saw, Coping",,,,,MGe,,Renewal
1714442,2205,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714443,1551,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,656.0,"Drill, Cordless",,,,,MGe,,
1714443,1551,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,656.0,"Drill, Cordless",,,,,MGe,,Renewal
1714443,1551,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7053.0,C-clamp,,,,,MGe,,
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6084.0,C-clamp,,,,,MGe,,
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6482.0,Drill Bit Set,,,,,MGe,,
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,3751.0,"Drill, Corded",,,,,MGe,,
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7053.0,C-clamp,,,,,MGe,,Renewal
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6084.0,C-clamp,,,,,MGe,,Renewal
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6482.0,Drill Bit Set,,,,,MGe,,Renewal
1714444,2470,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,3751.0,"Drill, Corded",,,,,MGe,,Renewal
1714444,2470,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7428.0,Level,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7338.0,Bolt Cutters,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5405.0,Shears,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5605.0,Spade,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7593.0,Stud Finder,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4016.0,Garden Shears,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5577.0,Brick Trowel,,,,,MGe,,
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7428.0,Level,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7338.0,Bolt Cutters,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5405.0,Shears,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5605.0,Spade,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7593.0,Stud Finder,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4016.0,Garden Shears,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5577.0,Brick Trowel,,,,,MGe,,Renewal
1714445,2338,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6949.0,Concrete Stirrer,,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,212.0,Level,,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,3739.0,Power Sander,,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5677.0,Square,,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5163.0,"Squuegee, Large",,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4059.0,Drywall Knife,,,,,MGe,,
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6949.0,Concrete Stirrer,,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,212.0,Level,,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,3739.0,Power Sander,,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5677.0,Square,,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5163.0,"Squuegee, Large",,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4059.0,Drywall Knife,,,,,MGe,,Renewal
1714446,2425,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714447,1675,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6771.0,"Shop Vac, Dry Only",,,,,MGe,,
1714447,1675,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6771.0,"Shop Vac, Dry Only",,,,,MGe,,Renewal
1714447,1675,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6175.0,"Clamp, Bar",,,,,MGe,,
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6179.0,"Clamp, Bar",,,,,MGe,,
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6798.0,"Clamp, Bar",,,,,MGe,,
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6175.0,"Clamp, Bar",,,,,MGe,,Renewal
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6179.0,"Clamp, Bar",,,,,MGe,,Renewal
1714448,1659,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6798.0,"Clamp, Bar",,,,,MGe,,Renewal
1714448,1659,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714449,2190,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7381.0,Power Sander,,,,,MGe,,
1714449,2190,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7381.0,Power Sander,,,,,MGe,,Renewal
1714449,2190,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714450,673,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7552.0,Dewalt Cordless Power Tool Set,,,,,MGe,,
1714450,673,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7552.0,Dewalt Cordless Power Tool Set,,,,,MGe,,Renewal
1714450,673,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7649.0,Breadboard,,,,,MGe,,
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7646.0,Breadboard,,,,,MGe,,
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7650.0,Breadboard,,,,,MGe,,
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7648.0,Breadboard,,,,,MGe,,
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7649.0,Breadboard,,,,,MGe,,Renewal
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7646.0,Breadboard,,,,,MGe,,Renewal
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7650.0,Breadboard,,,,,MGe,,Renewal
1714451,2674,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7648.0,Breadboard,,,,,MGe,,Renewal
1714451,2674,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714452,2221,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7645.0,Laser Measure,,,,,MGe,,
1714452,2221,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5414.0,Tile Cutter,,,,,MGe,,
1714452,2221,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7645.0,Laser Measure,,,,,MGe,,Renewal
1714452,2221,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5414.0,Tile Cutter,,,,,MGe,,Renewal
1714452,2221,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714453,2684,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7450.0,"Wrench, Adjustable",,,,,MGe,,
1714453,2684,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7450.0,"Wrench, Adjustable",,,,,MGe,,Renewal
1714453,2684,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7415.0,Drill Bit Kit,,,,,MGe,,
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6738.0,Level,,,,,MGe,,
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4463.0,"Drill, Corded, 1/4in",,,,,MGe,,
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,103.0,Stud Finder,,,,,MGe,,
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7415.0,Drill Bit Kit,,,,,MGe,,Renewal
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6738.0,Level,,,,,MGe,,Renewal
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4463.0,"Drill, Corded, 1/4in",,,,,MGe,,Renewal
1714454,2501,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,103.0,Stud Finder,,,,,MGe,,Renewal
1714454,2501,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714455,2800,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7310.0,"Drill, Corded",,,,,MGe,,
1714455,2800,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7310.0,"Drill, Corded",,,,,MGe,,Renewal
1714455,2800,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714456,2814,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7104.0,Drywall Screwgun,,,,,MGe,,
1714456,2814,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4602.0,Level,,,,,MGe,,
1714456,2814,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7104.0,Drywall Screwgun,,,,,MGe,,Renewal
1714456,2814,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4602.0,Level,,,,,MGe,,Renewal
1714456,2814,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714457,2320,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5518.0,Surge Protector,,,,,MGe,,
1714457,2320,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,255.0,Telescope,,,,,MGe,,
1714457,2320,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5518.0,Surge Protector,,,,,MGe,,Renewal
1714457,2320,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,255.0,Telescope,,,,,MGe,,Renewal
1714457,2320,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714458,747,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7678.0,Laptop,,,,,MGe,,
1714458,747,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5321.0,Allen Wrench Set,,,,,MGe,,
1714458,747,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7678.0,Laptop,,,,,MGe,,Renewal
1714458,747,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5321.0,Allen Wrench Set,,,,,MGe,,Renewal
1714458,747,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714459,304,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7416.0,Stud Finder,,,,,MGe,,
1714459,304,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7416.0,Stud Finder,,,,,MGe,,Renewal
1714459,304,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714460,1369,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7309.0,Sewing Machine,,,,,MGe,,
1714460,1369,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7309.0,Sewing Machine,,,,,MGe,,Renewal
1714460,1369,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4656.0,Pry Bar,,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6915.0,"Saw, Hack",,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,3923.0,"Hammer, Claw",,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4544.0,Corner Level,,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7128.0,Nail Puller,,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7602.0,"Saw, Hand",,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7630.0,Wire Cutters,,,,,MGe,,
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4656.0,Pry Bar,,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6915.0,"Saw, Hack",,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,3923.0,"Hammer, Claw",,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4544.0,Corner Level,,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7128.0,Nail Puller,,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7602.0,"Saw, Hand",,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7630.0,Wire Cutters,,,,,MGe,,Renewal
1714461,1091,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7368.0,Chisel,,,,,MGe,,
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7373.0,Chisel,,,,,MGe,,
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4853.0,"Plane, Hand",,,,,MGe,,
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7368.0,Chisel,,,,,MGe,,Renewal
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7373.0,Chisel,,,,,MGe,,Renewal
1714462,1019,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4853.0,"Plane, Hand",,,,,MGe,,Renewal
1714462,1019,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7375.0,Hand Truck,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,5825.0,Poster Stapler,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7523.0,Staple Gun,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,6514.0,Poster Stapler,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,275.0,Table,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7624.0,Candy Thermometer,,,,,MGe,,
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7375.0,Hand Truck,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,5825.0,Poster Stapler,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7523.0,Staple Gun,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,6514.0,Poster Stapler,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,275.0,Table,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7624.0,Candy Thermometer,,,,,MGe,,Renewal
1714463,2164,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714464,2699,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,3823.0,"Drill, Corded",,,,,MGe,,
1714464,2699,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,7379.0,Power Sander,,,,,MGe,,
1714464,2699,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,3823.0,"Drill, Corded",,,,,MGe,,Renewal
1714464,2699,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,7379.0,Power Sander,,,,,MGe,,Renewal
1714464,2699,5/8/2020 9:00 AM,Discount,,,,,,,,,,,,,,,,,,
1714465,2329,5/8/2020 9:00 AM,,,,,,,,Loan Return,,,4651.0,Pruning Shears,,,,,MGe,,
1714465,2329,5/8/2020 9:00 AM,,,,,,,,Check Out (Renewal),,,4651.0,Pruning Shears,,,,,MGe,,Renewal
