Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
321469,214,8/27/2016 12:55 PM,,,,,,,,Check Out (Renewal),,,4322.0,Belt Sander,,,,,Gin,,Renewal
321469,214,8/27/2016 12:55 PM,Cash,,,,,,,,,,,,,,,,,,
321472,298,8/27/2016 12:58 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,krp,,
321472,298,8/27/2016 12:58 PM,Cash,,,,,,,,,,,,,,,,,,
322191,240,8/28/2016 4:31 PM,,,,,0.1,0.1,0.1,Late Fee,0.1,0.1,5013.0,"Power Sander, Palm Grip",,,,,Gin,,
322191,240,8/28/2016 4:31 PM,Cash,0.10,,,0.1,0.1,0.1,,,,,,,,,,,,
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Late Fee,0.1,0.1,4557.0,Square,,,,,Gin,,
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Late Fee,0.1,0.1,5025.0,Compound Miter Saw,,,,,Gin,,
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Loan Return,,,5001.0,Rotary Hammer Drill,,,,,Gin,,
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Check Out (Renewal),,,5001.0,Rotary Hammer Drill,,,,,Gin,,Renewal
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Check Out (Renewal),,,5025.0,Compound Miter Saw,,,,,Gin,,Renewal
322194,152,8/28/2016 4:34 PM,,,,,0.2,0.2,0.2,Check Out (Renewal),,,4557.0,Square,,,,,Gin,,Renewal
322194,152,8/28/2016 4:34 PM,Cash,0.20,,,0.2,0.2,0.2,,,,,,,,,,,,
322199,296,8/28/2016 4:39 PM,,,,,10.0,10.0,10.0,Membership Fee,,10.0,,,regular,,,,Gin,,
322199,296,8/28/2016 4:39 PM,,,,,10.0,10.0,10.0,Check Out,,,4837.0,Stud Finder,,,,,Gin,,
322199,296,8/28/2016 4:39 PM,,,,,10.0,10.0,10.0,Check Out,,,4524.0,Bit Set,,,,,Gin,,
322199,296,8/28/2016 4:39 PM,,,,,10.0,10.0,10.0,Check Out,,,676.0,3/8 Power Drill,,,,,Gin,,
322199,296,8/28/2016 4:39 PM,Cash,10.00,,,10.0,10.0,10.0,,,,,,,,,,,,
322209,299,8/28/2016 4:46 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,TKt,,
322209,299,8/28/2016 4:46 PM,Cash,,,,,,,,,,,,,,,,,,
322221,279,8/28/2016 4:59 PM,,,,,,,,Loan Return,,,401.0,Power Sander,,,,,Gin,,
322221,279,8/28/2016 4:59 PM,Cash,,,,,,,,,,,,,,,,,,
322231,279,8/28/2016 5:07 PM,,,,,,,,Check Out,,,4813.0,Goggles,,,,,Gin,,
322231,279,8/28/2016 5:07 PM,,,,,,,,Check Out,,,4969.0,Rotary Dremel Bit Kit,,,,,Gin,,
322231,279,8/28/2016 5:07 PM,,,,,,,,Check Out,,,4628.0,Dremel Moto Tool,,,,,Gin,,
322231,279,8/28/2016 5:07 PM,Cash,,,,,,,,,,,,,,,,,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,4752.0,C-clamp,,,,,Gin,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,5017.0,C-clamp,,,,,Gin,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,4386.0,Tire Iron,,,,,Gin,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,2259.0,"Pliers, Slip Joint",,,,,Gin,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,4875.0,Needle Nose Pliers,,,,,Gin,,
322235,275,8/28/2016 5:11 PM,,,,,,,,Loan Return,,,4354.0,Car Jack,,,,,Gin,,
322235,275,8/28/2016 5:11 PM,Cash,,,,,,,,,,,,,,,,,,
322238,242,8/28/2016 5:22 PM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Gin,,
322238,242,8/28/2016 5:22 PM,,,,,,,,Loan Return,,,3996.0,Level,,,,,Gin,,
322238,242,8/28/2016 5:22 PM,Cash,,,,,,,,,,,,,,,,,,
323643,267,8/31/2016 11:04 AM,,,,,,,,Loan Return,,,4032.0,"Plane, Hand",,,,,Gin,,
323643,267,8/31/2016 11:04 AM,,,,,,,,Check Out (Renewal),,,4032.0,"Plane, Hand",,,,,Gin,,Renewal
323643,267,8/31/2016 11:04 AM,Cash,,,,,,,,,,,,,,,,,,
324040,300,8/31/2016 6:24 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pwe,,
324040,300,8/31/2016 6:24 PM,Cash,,,,,,,,,,,,,,,,,,
324045,262,8/31/2016 6:28 PM,,,,,,,,Loan Return,,,4808.0,Pressure Washer,,,,,Bil,,
324045,262,8/31/2016 6:28 PM,Cash,,,,,,,,,,,,,,,,,,
324062,300,8/31/2016 6:44 PM,,,,,,,,Membership Change,,,,,regular,,,,Bil,,
324062,300,8/31/2016 6:44 PM,,,,,,,,Check Out,,,4458.0,Drill Press (12 In.),,,,,Bil,,
324062,300,8/31/2016 6:44 PM,,,,,,,,Check Out,,,5017.0,C-clamp,,,,,Bil,,
324062,300,8/31/2016 6:44 PM,,,,,,,,Check Out,,,4773.0,"Clamp, Bar",,,,,Bil,,
324062,300,8/31/2016 6:44 PM,,,,,,,,Check Out,,,4774.0,"Clamp, Bar",,,,,Bil,,
324062,300,8/31/2016 6:44 PM,Cash,,,,,,,,,,,,,,,,,,
324086,285,8/31/2016 7:09 PM,,,,,,,,Loan Return,,,3752.0,"Drill, Cordless, 3/8in",,,,,Bil,,
324086,285,8/31/2016 7:09 PM,,,,,,,,Loan Return,,,662.0,"Sander, Belt",,,,,Bil,,
324086,285,8/31/2016 7:09 PM,,,,,,,,Loan Return,,,4814.0,Power Sander,,,,,Bil,,
324086,285,8/31/2016 7:09 PM,Cash,,,,,,,,,,,,,,,,,,
324315,301,9/1/2016 9:57 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,lit,,
324315,301,9/1/2016 9:57 AM,Cash,,,,,,,,,,,,,,,,,,
324792,302,9/1/2016 4:50 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Mey,,
324792,302,9/1/2016 4:50 PM,Cash,,,,,,,,,,,,,,,,,,
324857,302,9/1/2016 5:25 PM,,,,,,,,Membership Change,,,,,regular,,,,psh,,
324857,302,9/1/2016 5:25 PM,Cash,,,,,,,,,,,,,,,,,,
325974,51,9/3/2016 9:30 AM,,,,,,,,Loan Return,,,1.0,Dehydrator,,,,,Gin,,
325974,51,9/3/2016 9:30 AM,Cash,,,,,,,,,,,,,,,,,,
326116,149,9/3/2016 10:27 AM,,,,,,,,Loan Return,,,5018.0,"Calipers, Digital",,,,,Gin,,
326116,149,9/3/2016 10:27 AM,Cash,,,,,,,,,,,,,,,,,,
326154,303,9/3/2016 10:50 AM,,,,,10.0,10.0,10.0,Membership Fee,,10.0,,,regular,,,,Gin,,
326154,303,9/3/2016 10:50 AM,Cash,10.00,,,10.0,10.0,10.0,,,,,,,,,,,,
326160,303,9/3/2016 10:53 AM,,,,,,,,Check Out,,,211.0,Car Ramp,,,,,Gin,,
326160,303,9/3/2016 10:53 AM,Cash,,,,,,,,,,,,,,,,,,
326163,195,9/3/2016 10:54 AM,,,,,,,,Loan Return,,,223.0,Stud Finder,,,,,Gin,,
326163,195,9/3/2016 10:54 AM,Cash,,,,,,,,,,,,,,,,,,
326234,94,9/3/2016 11:22 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
326234,94,9/3/2016 11:22 AM,Cash,,,,,,,,,,,,,,,,,,
326280,nio1124,9/3/2016 11:39 AM,,,,,,,,Loan Return,,,222.0,"Tape Measure, 10ft",,,,,Gin,,
326280,nio1124,9/3/2016 11:39 AM,,,,,,,,Loan Return,,,4519.0,"Drill, Cordless",,,,,Gin,,
326280,nio1124,9/3/2016 11:39 AM,,,,,,,,Loan Return,,,4520.0,Battery Charger,,,,,Gin,,
326280,nio1124,9/3/2016 11:39 AM,Cash,,,,,,,,,,,,,,,,,,
326303,304,9/3/2016 11:47 AM,,,,,10.0,10.0,10.0,Membership Fee,,10.0,,,regular,,,,Gin,,
326303,304,9/3/2016 11:47 AM,Cash,10.00,,,10.0,10.0,10.0,,,,,,,,,,,,
326336,94,9/3/2016 11:55 AM,,,,,,,,Check Out,,,4217.0,"Screwdriver, Flat",,,,,Gin,,
326336,94,9/3/2016 11:55 AM,,,,,,,,Check Out,,,5043.0,Stud Finder,,,,,Gin,,
326336,94,9/3/2016 11:55 AM,,,,,,,,Check Out,,,4419.0,Candy Thermometer,,,,,Gin,,
326336,94,9/3/2016 11:55 AM,,,,,,,,Check Out,,,4919.0,"Screwdriver, Phillips",,,,,Gin,,
326336,94,9/3/2016 11:55 AM,,,,,,,,Check Out,,,4934.0,"Drill, Corded",,,,,Gin,,
326336,94,9/3/2016 11:55 AM,Cash,,,,,,,,,,,,,,,,,,
326344,94,9/3/2016 11:57 AM,,,,,,,,Check Out,,,3916.0,Hammer,,,,,Gin,,
326344,94,9/3/2016 11:57 AM,Cash,,,,,,,,,,,,,,,,,,
326368,304,9/3/2016 12:02 PM,,,,,,,,Check Out,,,46.0,Level,,,,,Gin,,
326368,304,9/3/2016 12:02 PM,,,,,,,,Check Out,,,4543.0,Stud Finder,,,,,Gin,,
326368,304,9/3/2016 12:02 PM,,,,,,,,Check Out,,,3819.0,"Drill, Cordless",,,,,Gin,,
326368,304,9/3/2016 12:02 PM,Cash,,,,,,,,,,,,,,,,,,
326850,279,9/4/2016 1:34 PM,,,,,,,,Loan Return,,,4969.0,Rotary Dremel Bit Kit,,,,,nat,,
326850,279,9/4/2016 1:34 PM,,,,,,,,Check Out (Renewal),,,4969.0,Rotary Dremel Bit Kit,,,,,nat,self-renewal,Renewal
326850,279,9/4/2016 1:34 PM,Cash,,,,,,,,,,,,,,,,,,
326851,279,9/4/2016 1:35 PM,,,,,,,,Loan Return,,,4813.0,Goggles,,,,,nat,,
326851,279,9/4/2016 1:35 PM,,,,,,,,Check Out (Renewal),,,4813.0,Goggles,,,,,nat,self-renewal,Renewal
326851,279,9/4/2016 1:35 PM,Cash,,,,,,,,,,,,,,,,,,
326852,279,9/4/2016 1:35 PM,,,,,,,,Loan Return,,,4628.0,Dremel Moto Tool,,,,,nat,,
326852,279,9/4/2016 1:35 PM,,,,,,,,Check Out (Renewal),,,4628.0,Dremel Moto Tool,,,,,nat,self-renewal,Renewal
326852,279,9/4/2016 1:35 PM,Cash,,,,,,,,,,,,,,,,,,
327004,305,9/4/2016 4:07 PM,,,,,5.0,5.0,5.0,Membership Fee,,5.0,,,regular,,,,tus,,
327004,305,9/4/2016 4:07 PM,Cash,5.00,,,5.0,5.0,5.0,,,,,,,,,,,,
327009,305,9/4/2016 4:12 PM,,,,,,,,Check Out,,,4472.0,"Drill, Cordless",,,,,tus,,
327009,305,9/4/2016 4:12 PM,Cash,,,,,,,,,,,,,,,,,,
327010,306,9/4/2016 4:12 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,set,,
327010,306,9/4/2016 4:12 PM,Cash,,,,,,,,,,,,,,,,,,
327014,297,9/4/2016 4:20 PM,,,,,,,,Loan Return,,,6.0,Telescope,,,,,tus,,
327014,297,9/4/2016 4:20 PM,Cash,,,,,,,,,,,,,,,,,,
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Late Fee,0.1,0.1,3742.0,Power Sander,,,,,tus,,
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Late Fee,0.1,0.1,4322.0,Belt Sander,,,,,tus,,
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Check Out,,,5008.0,Heat Gun,,,,,tus,,
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Check Out,,,4648.0,File,,,,,tus,,
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Check Out (Renewal),,,4322.0,Belt Sander,,,,,tus,,Renewal
327020,214,9/4/2016 4:28 PM,,,,,0.2,0.2,0.2,Check Out (Renewal),,,3742.0,Power Sander,,,,,tus,,Renewal
327020,214,9/4/2016 4:28 PM,Cash,0.20,,,0.2,0.2,0.2,,,,,,,,,,,,
327044,226,9/4/2016 4:59 PM,,,,,7.2,7.2,7.2,Late Fee,3.6,3.6,4849.0,"Clamp, Bar",,,,,tus,,
327044,226,9/4/2016 4:59 PM,,,,,7.2,7.2,7.2,Late Fee,3.6,3.6,4852.0,"Clamp, Bar",,,,,tus,,
327044,226,9/4/2016 4:59 PM,PayPal (external),7.20,,,7.2,7.2,7.2,,,,,,,,,,,,
327071,156,9/4/2016 6:20 PM,,,,,,,,Late Fee,7.7,,4660.0,Sponge,,,,,tus,This is a consumable item and does not need to be returned.,
327071,156,9/4/2016 6:20 PM,Cash,,,,,,,,,,,,,,,,,,
327072,300,9/4/2016 6:25 PM,,,,,,,,Loan Return,,,4458.0,Drill Press (12 In.),,,,,tus,,
327072,300,9/4/2016 6:25 PM,,,,,,,,Loan Return,,,5017.0,C-clamp,,,,,tus,,
327072,300,9/4/2016 6:25 PM,,,,,,,,Loan Return,,,4773.0,"Clamp, Bar",,,,,tus,,
327072,300,9/4/2016 6:25 PM,,,,,,,,Loan Return,,,4774.0,"Clamp, Bar",,,,,tus,,
327072,300,9/4/2016 6:25 PM,Cash,,,,,,,,,,,,,,,,,,
327074,300,9/4/2016 6:55 PM,,,,,,,,Check Out,,,5046.0,Projector Screen,,,,,tus,,
327074,300,9/4/2016 6:55 PM,,,,,,,,Check Out,,,5045.0,Telescope,,,,,tus,,
327074,300,9/4/2016 6:55 PM,,,,,,,,Check Out,,,5044.0,Wood Burning Pen,,,,,tus,,
327074,300,9/4/2016 6:55 PM,,,,,,,,Check Out,,,4765.0,Projector,,,,,tus,,
327074,300,9/4/2016 6:55 PM,Cash,,,,,,,,,,,,,,,,,,
327080,4,9/4/2016 8:34 PM,,,,,3.0,3.0,3.0,Late Fee,3.0,3.0,4770.0,Hand Truck,,,,,psh,,
327080,4,9/4/2016 8:34 PM,Cash,3.00,,,3.0,3.0,3.0,,,,,,,,,,,,
328110,307,9/6/2016 4:28 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,van,,
328110,307,9/6/2016 4:28 PM,Cash,,,,,,,,,,,,,,,,,,
328780,308,9/7/2016 1:11 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pmc,,
328780,308,9/7/2016 1:11 PM,Cash,,,,,,,,,,,,,,,,,,
329105,309,9/7/2016 6:07 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,lbi,,
329105,309,9/7/2016 6:07 PM,Cash,,,,,,,,,,,,,,,,,,
329108,296,9/7/2016 6:11 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,4837.0,Stud Finder,,,,,ale,,
329108,296,9/7/2016 6:11 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,4524.0,Bit Set,,,,,ale,,
329108,296,9/7/2016 6:11 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,676.0,3/8 Power Drill,,,,,ale,,
329108,296,9/7/2016 6:11 PM,Cash,0.90,,,0.9,0.9,0.9,,,,,,,,,,,,
329121,152,9/7/2016 6:20 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,5001.0,Rotary Hammer Drill,,,,,Bil,,
329121,152,9/7/2016 6:20 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,5025.0,Compound Miter Saw,,,,,Bil,,
329121,152,9/7/2016 6:20 PM,,,,,0.9,0.9,0.9,Late Fee,0.3,0.3,4557.0,Square,,,,,Bil,,
329121,152,9/7/2016 6:20 PM,Cash,0.90,,,0.9,0.9,0.9,,,,,,,,,,,,
329127,267,9/7/2016 6:24 PM,,,,,,,,Loan Return,,,4032.0,"Plane, Hand",,,,,ale,,
329127,267,9/7/2016 6:24 PM,Cash,,,,,,,,,,,,,,,,,,
329138,303,9/7/2016 6:36 PM,,,,,,,,Loan Return,,,211.0,Car Ramp,,,,,Bil,,
329138,303,9/7/2016 6:36 PM,Cash,,,,,,,,,,,,,,,,,,
329159,310,9/7/2016 7:22 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,sou,,
329159,310,9/7/2016 7:22 PM,Cash,,,,,,,,,,,,,,,,,,
329162,284,9/7/2016 7:33 PM,,,,,0.7,0.7,0.7,Late Fee,0.7,0.7,5027.0,Ladder,,,,,Bil,,
329162,284,9/7/2016 7:33 PM,Cash,0.70,,,0.7,0.7,0.7,,,,,,,,,,,,
329175,195,9/7/2016 9:04 PM,,,,,,,,Check Out,,,4924.0,Jigsaw,,,,,Bil,,
329175,195,9/7/2016 9:04 PM,,,,,,,,Check Out,,,4676.0,"Clamp, Quick Grip",,,,,Bil,,
329175,195,9/7/2016 9:04 PM,Cash,,,,,,,,,,,,,,,,,,
329177,195,9/7/2016 9:10 PM,,,,,,,,Check Out,,,4837.0,Stud Finder,,,,,Bil,,
329177,195,9/7/2016 9:10 PM,,,,,,,,Check Out,,,5061.0,"Bit Set, Concrete",,,,,Bil,,
329177,195,9/7/2016 9:10 PM,Cash,,,,,,,,,,,,,,,,,,
329473,311,9/8/2016 9:10 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,kma,,
329473,311,9/8/2016 9:10 AM,Cash,,,,,,,,,,,,,,,,,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,4217.0,"Screwdriver, Flat",,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,5043.0,Stud Finder,,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,4419.0,Candy Thermometer,,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,4919.0,"Screwdriver, Phillips",,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,4934.0,"Drill, Corded",,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Loan Return,,,3916.0,Hammer,,,,,Gin,,
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,3916.0,Hammer,,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,4934.0,"Drill, Corded",,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,4919.0,"Screwdriver, Phillips",,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,4419.0,Candy Thermometer,,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,5043.0,Stud Finder,,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,,,,,,,,Check Out (Renewal),,,4217.0,"Screwdriver, Flat",,,,,Gin,,Renewal
331434,94,9/10/2016 9:34 AM,Cash,,,,,,,,,,,,,,,,,,
331614,289,9/10/2016 10:23 AM,,,,,1.0,1.0,1.0,Late Fee,0.7,1.0,4834.0,"Saw, Miter",,,,,Gin,,
331614,289,9/10/2016 10:23 AM,Cash,1.00,,,1.0,1.0,1.0,,,,,,,,,,,,
331662,289,9/10/2016 10:44 AM,,,,,,,,Check Out,,,213.0,Broom,,,,,Gin,,
331662,289,9/10/2016 10:44 AM,,,,,,,,Check Out,,,212.0,Level,,,,,Gin,,
331662,289,9/10/2016 10:44 AM,,,,,,,,Check Out,,,28.0,Square,,,,,Gin,,
331662,289,9/10/2016 10:44 AM,Cash,,,,,,,,,,,,,,,,,,
331669,304,9/10/2016 10:46 AM,,,,,,,,Loan Return,,,3819.0,"Drill, Cordless",,,,,Lem,,
331669,304,9/10/2016 10:46 AM,,,,,,,,Check Out (Renewal),,,3819.0,"Drill, Cordless",,,,,Lem,self-renewal,Renewal
331669,304,9/10/2016 10:46 AM,Cash,,,,,,,,,,,,,,,,,,
331671,304,9/10/2016 10:46 AM,,,,,,,,Loan Return,,,46.0,Level,,,,,Lem,,
331671,304,9/10/2016 10:46 AM,,,,,,,,Check Out (Renewal),,,46.0,Level,,,,,Lem,self-renewal,Renewal
331671,304,9/10/2016 10:46 AM,Cash,,,,,,,,,,,,,,,,,,
331673,304,9/10/2016 10:47 AM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Lem,,
331673,304,9/10/2016 10:47 AM,,,,,,,,Check Out (Renewal),,,4543.0,Stud Finder,,,,,Lem,self-renewal,Renewal
331673,304,9/10/2016 10:47 AM,Cash,,,,,,,,,,,,,,,,,,
331682,311,9/10/2016 10:49 AM,,,,,50.0,50.0,50.0,Membership Fee,,50.0,,,regular,,,,Gin,,
331682,311,9/10/2016 10:49 AM,Cash,50.00,,,50.0,50.0,50.0,,,,,,,,,,,,
331685,311,9/10/2016 10:50 AM,,,,,,,,Check Out,,,185.0,Jigsaw,,,,,Gin,,
331685,311,9/10/2016 10:50 AM,,,,,,,,Check Out,,,4936.0,Extension Cord,,,,,Gin,,
331685,311,9/10/2016 10:50 AM,Cash,,,,,,,,,,,,,,,,,,
331735,224,9/10/2016 11:11 AM,,,,,,,,Check Out,,,215.0,"Shop Vac, Wet Only, 8 Gal",,,,,Gin,,
331735,224,9/10/2016 11:11 AM,,,,,,,,Check Out,,,4830.0,Weed Whacker,,,,,Gin,,
331735,224,9/10/2016 11:11 AM,,,,,,,,Check Out,,,214.0,Crock Pot,,,,,Gin,,
331735,224,9/10/2016 11:11 AM,Cash,,,,,,,,,,,,,,,,,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,219.0,"Screwdriver, Phillips, Small",,,,,Gin,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,218.0,Pry Bar,,,,,Gin,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,216.0,"Hammer, Claw",,,,,Gin,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,4883.0,"Screwdriver, Phillips",,,,,Gin,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,1934.0,Pliers,,,,,Gin,,
331769,311,9/10/2016 11:20 AM,,,,,,,,Check Out,,,4889.0,Chisel,,,,,Gin,,
331769,311,9/10/2016 11:20 AM,Cash,,,,,,,,,,,,,,,,,,
331836,94,9/10/2016 11:45 AM,,,,,,,,Check Out,,,224.0,Auger Bit Set,,,,,Gin,,
331836,94,9/10/2016 11:45 AM,,,,,,,,Check Out,,,98.0,"Screwdriver, #9",,,,,Gin,,
331836,94,9/10/2016 11:45 AM,Cash,,,,,,,,,,,,,,,,,,
331840,107,9/10/2016 11:46 AM,,,,,2.0,2.0,2.0,Late Fee,1.0,1.0,4751.0,"Saw, Miter",,,,,Gin,,
331840,107,9/10/2016 11:46 AM,,,,,2.0,2.0,2.0,Late Fee,1.0,1.0,4825.0,Power Sander With Vacuum Bag,,,,,Gin,,
331840,107,9/10/2016 11:46 AM,Cash,2.00,,,2.0,2.0,2.0,,,,,,,,,,,,
332480,312,9/11/2016 12:01 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,tyl,,
332480,312,9/11/2016 12:01 PM,Cash,,,,,,,,,,,,,,,,,,
332532,313,9/11/2016 12:35 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,lis,,
332532,313,9/11/2016 12:35 PM,Cash,,,,,,,,,,,,,,,,,,
332813,164,9/11/2016 4:11 PM,,,,,5.0,5.0,5.0,Late Fee,2.1,2.5,4206.0,5/8 Socket Truecraft,,,,,tus,,
332813,164,9/11/2016 4:11 PM,,,,,5.0,5.0,5.0,Late Fee,2.1,2.5,3725.0,"Socket Wrench Set, Metric",,,,,tus,,
332813,164,9/11/2016 4:11 PM,Cash,5.00,,,5.0,5.0,5.0,,,,,,,,,,,,
332816,314,9/11/2016 4:16 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Gin,,
332816,314,9/11/2016 4:16 PM,Cash,,,,,,,,,,,,,,,,,,
332818,235,9/11/2016 4:17 PM,,,,,,,,Check Out,,,1.0,Dehydrator,,,,,Gin,,
332818,235,9/11/2016 4:17 PM,Cash,,,,,,,,,,,,,,,,,,
332825,164,9/11/2016 4:26 PM,,,,,,,,Check Out,,,4519.0,"Drill, Cordless",,,,,Gin,,
332825,164,9/11/2016 4:26 PM,,,,,,,,Check Out,,,225.0,Socket Wrench,,,,,Gin,,
332825,164,9/11/2016 4:26 PM,Cash,,,,,,,,,,,,,,,,,,
332843,305,9/11/2016 4:39 PM,,,,,,,,Loan Return,,,4472.0,"Drill, Cordless",,,,,Gin,,
332843,305,9/11/2016 4:39 PM,Cash,,,,,,,,,,,,,,,,,,
332862,315,9/11/2016 5:12 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Buy,,
332862,315,9/11/2016 5:12 PM,Cash,,,,,,,,,,,,,,,,,,
332873,214,9/11/2016 5:34 PM,,,,,,,,Loan Return,,,4648.0,File,,,,,ant,,
332873,214,9/11/2016 5:34 PM,,,,,,,,Check Out (Renewal),,,4648.0,File,,,,,ant,self-renewal,Renewal
332873,214,9/11/2016 5:34 PM,Cash,,,,,,,,,,,,,,,,,,
332874,214,9/11/2016 5:34 PM,,,,,,,,Loan Return,,,5008.0,Heat Gun,,,,,ant,,
332874,214,9/11/2016 5:34 PM,,,,,,,,Check Out (Renewal),,,5008.0,Heat Gun,,,,,ant,self-renewal,Renewal
332874,214,9/11/2016 5:34 PM,Cash,,,,,,,,,,,,,,,,,,
332876,316,9/11/2016 5:36 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Fer,,
332876,316,9/11/2016 5:36 PM,Cash,,,,,,,,,,,,,,,,,,
332882,164,9/11/2016 5:44 PM,,,,,,,,Loan Return,,,4519.0,"Drill, Cordless",,,,,Gin,,
332882,164,9/11/2016 5:44 PM,,,,,,,,Loan Return,,,225.0,Socket Wrench,,,,,Gin,,
332882,164,9/11/2016 5:44 PM,Cash,,,,,,,,,,,,,,,,,,
332883,214,9/11/2016 5:46 PM,,,,,,,,Loan Return,,,4322.0,Belt Sander,,,,,Gin,,
332883,214,9/11/2016 5:46 PM,,,,,,,,Loan Return,,,3742.0,Power Sander,,,,,Gin,,
332883,214,9/11/2016 5:46 PM,,,,,,,,Loan Return,,,4648.0,File,,,,,Gin,,
332883,214,9/11/2016 5:46 PM,,,,,,,,Loan Return,,,5008.0,Heat Gun,,,,,Gin,,
332883,214,9/11/2016 5:46 PM,,,,,,,,Check Out (Renewal),,,5008.0,Heat Gun,,,,,Gin,,Renewal
332883,214,9/11/2016 5:46 PM,,,,,,,,Check Out (Renewal),,,4648.0,File,,,,,Gin,,Renewal
332883,214,9/11/2016 5:46 PM,,,,,,,,Check Out (Renewal),,,3742.0,Power Sander,,,,,Gin,,Renewal
332883,214,9/11/2016 5:46 PM,,,,,,,,Check Out (Renewal),,,4322.0,Belt Sander,,,,,Gin,,Renewal
332883,214,9/11/2016 5:46 PM,Cash,,,,,,,,,,,,,,,,,,
332888,214,9/11/2016 6:01 PM,,,,,,,,Loan Return,,,5008.0,Heat Gun,,,,,Gin,,
332888,214,9/11/2016 6:01 PM,,,,,,,,Loan Return,,,4648.0,File,,,,,Gin,,
