Member ID,Confirmed?,Sex,Age,Member Created (M/D/YYYY),Start of first full membership (M/D/YYYY),Current Membership Type,"Latest Membership Change (request, upgrade, renewal, cancellation...) (M/D/YYYY)",Current Membership Expiration (M/D/YYYY),Renews Automatically,Automatically Pay Statements,User Note,User Warning,Opening Balance,Opening Balance Date (M/D/YYYY),Household Type,"Single, non-elderly",Elderly,Single Parent,Two Parents,Female Head of Household,Household income range,Household income range Value,Ethnicity,American Indian or Alaskan Native,Asian,Black or African American,Hispanic,White,Native Hawaiian or Pacific Islander,Other,Number of disabled people in household,Renter/Homeowner,Renter/Homeowner Value,Household Size
3123,True,,32.0,4/19/2021,4/20/2021,regular,4/20/2021,4/20/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1865,True,,35.0,12/21/2018,12/22/2018,regular,12/22/2019,12/22/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2182,False,,,5/25/2019,,Request_CheckIDAddressPhoneDOB,5/25/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1772,True,,,10/18/2018,10/17/2018,regular,10/17/2018,10/17/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2321,True,,,7/21/2019,,Request_CheckIDAddressPhoneDOB,7/21/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2688,True,,27.0,1/6/2020,1/5/2020,regular,1/5/2020,1/5/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1899,False,male,42.0,1/14/2019,1/20/2019,regular,1/20/2019,1/20/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2666,True,male,63.0,12/23/2019,12/29/2019,regular,4/6/2021,4/6/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1121,True,male,63.0,12/17/2017,12/17/2017,regular,3/16/2020,3/16/2021,False,False,,,,,['4'],,,,Y,,3.0,Moderate,['2'],,Y,,,,,,,1.0,Homeowner,4.0
1123,True,,,12/18/2017,,Request_CheckIDAddressPhoneDOB,12/17/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1988,True,,,3/16/2019,,Request_CheckIDAddressPhoneDOB,3/16/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2212,True,female,27.0,6/6/2019,,Request_CheckIDAddressPhoneDOB,6/5/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1506,True,,,6/18/2018,,Request_CheckIDAddressPhoneDOB,6/18/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
380,True,male,51.0,10/29/2016,2/16/2019,regular,9/25/2021,9/25/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3053,False,,32.0,2/13/2021,,Request_CheckIDAddressPhoneDOB,2/12/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3647,True,,62.0,4/11/2022,4/10/2022,regular,4/10/2022,4/10/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1165,False,,,1/15/2018,,Request_CheckIDAddressPhoneDOB,1/15/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1819,True,,28.0,11/15/2018,,Request_CheckIDAddressPhoneDOB,11/15/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2499,False,male,30.0,9/28/2019,9/28/2019,regular,9/28/2019,9/28/2020,False,False,,,,,['1'],Y,,,,,,,['5'],,,,,Y,,,,0.0,Renter,
2035,True,male,38.0,3/30/2019,3/30/2019,regular,3/30/2019,3/30/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
98,True,male,41.0,4/3/2016,11/26/2016,regular,11/26/2016,11/26/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
518,False,female,33.0,2/18/2017,2/18/2017,regular,2/18/2017,2/18/2019,False,False,,,,,['5'],,,,,Y,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,2.0
1361,False,,,4/26/2018,4/25/2018,ExtremelyOverdueItems,2/23/2019,,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

4509	Wrench",,,[],,,,,,,,[],,,,,,,,,,,
1107,True,,,12/11/2017,2/10/2018,regular,2/23/2022,2/23/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
993,False,male,29.0,10/1/2017,10/1/2017,regular,10/1/2017,10/1/2018,False,False,,,,,['1'],Y,,,,,,,[],,,,,,,,,,,
262,False,male,52.0,8/7/2017,8/7/2016,regular,6/16/2019,8/7/2019,False,False,,,,,['4'],,,,Y,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,3.0
302,False,female,44.0,9/1/2016,9/1/2016,regular,9/1/2016,9/1/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1309,True,,37.0,4/4/2018,4/4/2018,regular,3/21/2020,4/4/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3385,False,,38.0,10/23/2021,10/23/2021,regular,10/23/2021,10/23/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3368,True,,28.0,10/16/2021,,Request_CheckIDAddressPhoneDOB,10/15/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
401,False,,44.0,11/14/2016,11/13/2016,regular,11/13/2016,11/13/2017,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,zero,0.0,Renter,
1269,True,male,46.0,3/14/2018,3/14/2018,regular,3/14/2018,3/14/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1030,False,,,10/22/2017,10/22/2017,regular,10/22/2017,10/22/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3429,True,,31.0,11/25/2021,11/24/2021,regular,11/24/2021,11/24/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2640,True,,,12/2/2019,12/2/2019,regular,12/2/2019,12/2/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2628,True,male,29.0,11/25/2019,11/25/2019,regular,11/25/2019,11/25/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2137,True,,36.0,5/10/2019,,Request_CheckIDAddressPhoneDOB,5/10/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
610,False,male,79.0,4/19/2017,4/19/2017,regular,4/19/2017,4/19/2019,False,False,,,,,['4'],,,,Y,,,,['5'],,,,,Y,,,,0.0,Renter,
656,True,,,5/7/2017,5/7/2017,regular,5/7/2017,5/7/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
741,False,male,67.0,6/17/2017,6/17/2017,regular,6/17/2017,6/17/2018,False,False,,,,,[],,,,,,4.0,High,['5'],,,,,Y,,,,,,2.0
1004,False,,,10/6/2017,,Request_CheckIDAddressPhoneDOB,10/6/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1891,False,,,1/10/2019,,Request_CheckIDAddressPhoneDOB,1/9/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2101,True,,,4/27/2019,,Request_CheckIDAddressPhoneDOB,4/27/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2184,True,,37.0,5/26/2019,5/26/2019,regular,5/26/2019,5/26/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2450,True,,,9/12/2019,9/22/2019,regular,9/22/2019,9/22/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2496,False,male,29.0,9/28/2019,9/28/2019,regular,9/28/2019,9/28/2020,False,False,,,,,['4'],,,,Y,,3.0,Moderate,['5'],,,,,Y,,,2,0.0,Renter,2.0
2587,True,female,38.0,11/5/2019,,Request_CheckIDAddressPhoneDOB,11/5/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2841,False,,31.0,3/22/2020,,Request_CheckIDAddressPhoneDOB,3/21/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3312,True,,36.0,9/11/2021,9/11/2021,regular,9/11/2021,9/11/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
940,False,male,58.0,9/9/2017,9/9/2017,regular,9/9/2017,9/9/2018,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,2.0
2884,True,,30.0,7/8/2020,7/11/2020,regular,7/11/2020,7/11/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
640,True,,,5/2/2017,6/27/2018,regular,6/27/2018,6/27/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
641,False,,,5/2/2017,,Request_CheckIDAddressPhoneDOB,5/2/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1798,False,,37.0,11/3/2018,11/3/2018,regular,2/2/2020,2/2/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2353,True,,,8/8/2019,,Request_CheckIDAddressPhoneDOB,8/7/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3181,True,,35.0,6/5/2021,6/5/2021,regular,6/5/2021,6/5/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2295,True,,,7/9/2019,7/4/2020,regular,10/17/2021,10/17/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
739,True,,41.0,6/15/2017,,Request_CheckIDAddressPhoneDOB,6/15/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2589,True,,,11/6/2019,11/9/2019,regular,5/4/2021,5/4/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2944,True,,33.0,8/29/2020,8/29/2020,regular,8/29/2020,8/29/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
76,True,,37.0,11/25/2015,8/20/2019,regular,8/20/2019,8/20/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2999,True,,29.0,10/24/2020,10/24/2020,regular,10/24/2020,10/24/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1884,True,,26.0,1/7/2019,1/6/2019,regular,1/6/2019,1/6/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
197,True,male,40.0,6/16/2016,12/18/2016,regular,12/18/2016,12/18/2017,False,False,,,,,,,,,,,,,,,,,,,,,,,,
132,False,,,4/30/2016,,Request_CheckIDAddressPhoneDOB,4/30/2016,,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2779,False,,39.0,2/19/2020,2/18/2020,regular,2/18/2020,2/19/2021,False,False,,,,,['1'],Y,,,,,1.0,Extremely Low,['2'],,Y,,,,,,,1.0,Homeowner,1.0
1350,False,,38.0,4/23/2018,4/22/2018,regular,6/20/2020,6/20/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1528,True,,64.0,6/27/2018,9/16/2018,regular,3/16/2020,3/16/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1561,True,male,33.0,7/12/2018,,Request_CheckIDAddressPhoneDOB,7/11/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1655,False,,,8/21/2018,,Request_CheckIDAddressPhoneDOB,8/21/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2529,True,,46.0,10/9/2019,10/20/2019,regular,2/27/2021,2/27/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
893,False,female,46.0,8/20/2017,8/20/2017,regular,8/20/2017,8/20/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
745,False,,,6/17/2017,6/17/2017,regular,6/17/2017,6/17/2018,False,False,,,,,['1'],Y,,,,,,,[],,,,,,,,,,,
493,True,female,2004.0,1/25/2017,1/25/2017,regular,1/25/2017,1/25/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3340,False,,43.0,9/25/2021,9/25/2021,regular,9/25/2021,9/25/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2663,False,,25.0,12/23/2019,12/22/2019,regular,12/22/2019,12/22/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2484,False,,,9/24/2019,,Request_CheckIDAddressPhoneDOB,9/23/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1653,True,,,8/20/2018,8/28/2018,regular,10/10/2020,10/10/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
645,True,,,5/4/2017,5/3/2017,regular,5/3/2017,5/3/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2992,False,,32.0,10/17/2020,10/17/2020,regular,10/17/2020,10/17/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3552,False,,26.0,2/10/2022,2/9/2022,regular,2/9/2022,2/9/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2115,False,would rather not say,42.0,5/2/2019,6/23/2019,regular,9/12/2021,9/12/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
795,False,female,28.0,7/16/2017,7/16/2017,regular,7/16/2017,7/16/2018,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,
1468,False,female,31.0,6/3/2018,6/3/2018,regular,6/3/2018,6/3/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,2.0
1717,False,,,9/18/2018,,Request_CheckIDAddressPhoneDOB,9/18/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2257,True,,,6/25/2019,,Request_CheckIDAddressPhoneDOB,6/24/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1376,True,female,56.0,4/30/2018,5/2/2018,regular,5/2/2018,5/2/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3100,True,,39.0,4/3/2021,4/3/2021,regular,4/3/2021,4/3/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2366,True,,,8/14/2019,8/13/2019,regular,8/13/2019,8/13/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2348,False,male,42.0,8/4/2019,8/4/2019,regular,8/4/2019,8/4/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,,,
3631,False,,26.0,4/2/2022,4/2/2022,regular,4/2/2022,4/2/2023,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,
643,False,,,5/3/2017,,Request_CheckIDAddressPhoneDOB,5/3/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
32,False,,,7/12/2015,,Request_CheckIDAddressPhoneDOB,7/12/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
268,False,,27.0,8/8/2016,,Request_CheckIDAddressPhoneDOB,8/8/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1154,False,,30.0,1/13/2018,1/13/2018,regular,1/13/2018,1/14/2019,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,,0.0,Renter,
1431,False,male,31.0,5/19/2018,5/19/2018,regular,5/19/2018,5/19/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,2.0
1782,False,,,10/25/2018,5/6/2019,regular,8/3/2021,8/3/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2550,False,would rather not say,26.0,10/19/2019,10/19/2019,regular,10/19/2019,10/19/2020,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,0,0.0,Renter,3.0
363,False,,,10/22/2016,,Request_CheckIDAddressPhoneDOB,10/22/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1840,False,male,32.0,11/28/2018,1/26/2022,regular,1/26/2022,1/26/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3011,True,,31.0,10/31/2020,10/31/2020,regular,10/31/2020,10/31/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3201,True,,28.0,6/23/2021,7/3/2021,regular,7/3/2021,7/3/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3416,False,,28.0,11/11/2021,11/10/2021,regular,11/10/2021,11/10/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
762,False,male,,6/25/2017,6/25/2017,regular,6/25/2017,6/25/2018,False,False,,,,,['1'],Y,,,,,1.0,Extremely Low,['7'],,,,,,,Y,,,,
1045,True,,,10/29/2017,,Request_CheckIDAddressPhoneDOB,10/28/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1838,True,,,11/26/2018,,Request_CheckIDAddressPhoneDOB,11/26/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3222,False,,53.0,7/14/2021,7/13/2021,regular,7/13/2021,7/13/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1979,False,male,33.0,3/11/2019,,Request_CheckIDAddressPhoneDOB,3/10/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1839,False,,,11/28/2018,,Request_CheckIDAddressPhoneDOB,11/27/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1313,True,,41.0,4/7/2018,4/7/2018,regular,4/7/2018,4/7/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1832,True,,,11/23/2018,,Request_CheckIDAddressPhoneDOB,11/23/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2109,True,,,4/30/2019,,Request_CheckIDAddressPhoneDOB,4/30/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2922,False,,35.0,8/6/2020,,Request_CheckIDAddressPhoneDOB,8/5/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3013,True,,50.0,11/1/2020,,Request_CheckIDAddressPhoneDOB,11/1/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3393,False,,38.0,10/28/2021,10/27/2021,regular,10/27/2021,10/27/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2080,True,,,4/19/2019,4/20/2019,regular,4/21/2019,4/20/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2009,False,,,3/21/2019,,Request_CheckIDAddressPhoneDOB,3/20/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
991,True,female,46.0,10/1/2017,10/1/2017,regular,12/2/2018,10/1/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
684,False,male,4.0,5/21/2017,5/21/2017,regular,2/29/2020,2/28/2021,False,False,,,,,['4'],,,,Y,,4.0,High,['5'],,,,,Y,,,,1.0,Homeowner,2.0
2121,False,,27.0,5/4/2019,5/4/2019,regular,5/4/2019,5/4/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
164,False,,38.0,5/22/2016,5/22/2016,regular,5/22/2016,5/22/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1587,True,,30.0,7/22/2018,7/22/2018,regular,9/21/2021,9/21/2022,False,False,,,,,['1'],Y,,,,,,,[],,,,,,,,,0.0,Renter,
3039,True,male,37.0,1/22/2021,,Request_CheckIDAddressPhoneDOB,1/22/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
842,False,,,8/2/2017,8/2/2017,regular,8/2/2017,8/2/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3636,True,,36.0,4/4/2022,,Request_CheckIDAddressPhoneDOB,4/3/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
227,False,,,7/10/2016,7/10/2016,regular,7/10/2016,7/10/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
180,False,male,51.0,6/5/2016,6/5/2016,regular,6/5/2016,6/5/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3195,False,,0.0,6/16/2021,6/15/2021,regular,6/15/2021,6/15/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1218,True,,34.0,2/17/2018,2/17/2018,regular,8/29/2020,8/29/2021,False,False,,,,,['1'],Y,,,,,3.0,Moderate,[],,,,,,,,,1.0,Homeowner,4.0
1444,True,male,25.0,5/23/2018,5/23/2018,regular,5/23/2018,5/23/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
923,False,,44.0,9/3/2017,9/3/2017,regular,9/3/2017,9/3/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
555,True,male,42.0,3/20/2017,3/19/2017,regular,3/19/2017,3/19/2018,False,False,,,,,[],,,,,,,,[],,,,,,,,,0.0,Renter,
3145,True,,44.0,5/11/2021,,Request_CheckIDAddressPhoneDOB,5/11/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2305,True,,,7/14/2019,7/15/2019,regular,7/15/2019,7/15/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3609,False,,30.0,3/18/2022,3/19/2022,regular,3/19/2022,3/19/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3634,True,,26.0,4/3/2022,,Request_CheckIDAddressPhoneDOB,4/3/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
465,False,male,5.0,1/5/2017,1/4/2017,regular,12/9/2018,1/4/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1429,True,,,5/19/2018,,Request_CheckIDAddressPhoneDOB,5/19/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1919,True,,30.0,1/28/2019,1/27/2019,regular,10/10/2020,10/10/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
593,False,male,31.0,4/10/2017,4/12/2017,regular,6/9/2018,4/12/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3178,True,,60.0,6/5/2021,6/5/2021,regular,6/5/2021,6/5/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
rmurray9,False,,,10/9/2016,10/9/2016,regular,10/9/2016,10/9/2018,False,False,,,,,['1'],Y,,,,,3.0,Moderate,"['6', '7']",,,,,,Y,Y,,0.0,Renter,5.0
389,True,male,50.0,11/4/2016,,Request_CheckIDAddressPhoneDOB,11/4/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1809,False,,36.0,11/12/2018,11/11/2018,regular,11/11/2018,11/11/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2223,False,,,6/12/2019,6/11/2019,regular,6/11/2019,6/11/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
228,True,,34.0,7/12/2016,,Request_CheckIDAddressPhoneDOB,7/11/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3570,True,,52.0,2/19/2022,2/19/2022,regular,2/19/2022,2/19/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
368,False,male,32.0,10/23/2016,10/23/2016,regular,11/22/2017,10/23/2018,False,False,,Emailed about late fees on 5/20/2017...,,,[],,,,,,,,[],,,,,,,,,,,
1091,True,female,30.0,12/4/2017,12/3/2017,regular,2/22/2020,2/22/2021,False,False,,,,,['1'],Y,,,,,1.0,Extremely Low,['5'],,,,,Y,,,1,2.0,Not Specified,1.0
1329,True,,,4/12/2018,,Request_CheckIDAddressPhoneDOB,4/11/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1724,True,,,9/21/2018,,Request_CheckIDAddressPhoneDOB,9/21/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2385,True,male,34.0,8/18/2019,8/18/2019,regular,8/18/2019,8/18/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3156,False,,15.0,5/19/2021,5/18/2021,regular,5/18/2021,5/18/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2734,False,,2.0,1/29/2020,,Request_CheckIDAddressPhoneDOB,1/28/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3325,False,,44.0,9/16/2021,,Request_CheckIDAddressPhoneDOB,9/16/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1408,False,,,5/13/2018,,Request_CheckIDAddressPhoneDOB,5/13/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2458,True,female,29.0,9/15/2019,9/15/2019,regular,9/15/2019,9/15/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
26,True,female,40.0,7/11/2015,,Request_CheckIDAddressPhoneDOB,7/11/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3601,False,,27.0,3/13/2022,,Request_CheckIDAddressPhoneDOB,3/12/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3304,False,,35.0,9/5/2021,,Request_CheckIDAddressPhoneDOB,9/5/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3488,True,,24.0,1/8/2022,1/8/2022,regular,1/8/2022,1/8/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2852,False,,53.0,4/24/2020,,Request_CheckIDAddressPhoneDOB,4/24/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1562,False,male,57.0,7/12/2018,,Request_CheckIDAddressPhoneDOB,7/11/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2679,False,,32.0,12/31/2019,12/30/2019,regular,12/30/2019,12/30/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1812,True,male,33.0,11/14/2018,,Request_CheckIDAddressPhoneDOB,11/14/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2183,True,,,5/26/2019,,Request_CheckIDAddressPhoneDOB,5/26/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
429,False,,,12/8/2016,,Request_CheckIDAddressPhoneDOB,12/7/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2586,False,,,11/5/2019,,Request_CheckIDAddressPhoneDOB,11/4/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1474,True,male,,6/6/2018,6/6/2018,regular,6/6/2018,6/6/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
112,False,female,49.0,4/30/2016,,Request_CheckIDAddressPhoneDOB,4/30/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1063,True,,,11/17/2017,,Request_CheckIDAddressPhoneDOB,11/16/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1191,False,,37.0,1/29/2018,1/28/2018,regular,1/28/2018,1/29/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
525,True,,,2/26/2017,2/26/2017,regular,2/26/2017,2/26/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
31,True,male,45.0,7/12/2015,,Request_CheckIDAddressPhoneDOB,7/12/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1200,True,,54.0,2/2/2018,,Request_CheckIDAddressPhoneDOB,2/2/2018,,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3478,False,,29.0,12/30/2021,1/2/2022,regular,1/2/2022,1/2/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2718,False,,34.0,1/20/2020,,Request_CheckIDAddressPhoneDOB,1/20/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
402,True,female,33.0,11/13/2016,11/13/2016,regular,11/9/2019,11/13/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,
2367,True,female,31.0,8/14/2019,8/13/2019,regular,8/13/2019,8/13/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2456,True,,,9/14/2019,,Request_CheckIDAddressPhoneDOB,9/14/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2900,False,,58.0,7/19/2020,8/31/2021,regular,8/31/2021,8/31/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2962,False,,1959.0,9/19/2020,,Request_CheckIDAddressPhoneDOB,9/19/2020,,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1179,True,other,44.0,1/22/2018,,Request_CheckIDAddressPhoneDOB,1/21/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3330,False,,1925.0,9/19/2021,9/19/2021,regular,9/19/2021,9/19/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
696,False,,,5/27/2017,5/27/2017,regular,1/19/2019,5/27/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1947,True,female,33.0,2/18/2019,2/18/2019,regular,7/20/2021,7/20/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
